planner_type,success,time_sec,iterations,nodes,quantum_calls,quantum_successful_extensions,invalid_random_targets,empty_candidate_sets,goal_sample_hits,duplicate_rejections,invalid_chosen_state_rejections,invalid_chosen_edge_rejections,candidate_count_total,candidate_count_nonempty_iters,avg_candidate_count,marked_set_size_total,grover_rounds_total,avg_marked_set_size,initial_score_total,selected_score_total,avg_initial_score,avg_selected_score,grover_improvements,path_waypoints,bins_per_joint,total_grid_states,q_start,q_goal,start_idx_raw,goal_idx_raw,start_idx,goal_idx,seed,max_iters,goal_sample_rate,goal_radius_idx,quantum_candidates,quantum_iters,quantum_shots,quantum_use_ibm,quantum_backend,quantum_target_weight,quantum_goal_weight,quantum_best_rounds,quantum_score_margin
qrrt_grid,True,27.87657071184367,125,93,91,91,34,0,12,0,0,0,5699,91,62.62637362637363,3198,139,23.007194244604317,-32.69618751403926,5.862841646070374,-0.35929876389054133,0.06442683127549861,36,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",1,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,False,372.6775078698993,2000,1195,1194,1194,598,208,235,0,0,0,73279,1194,61.37269681742043,44696,2088,21.406130268199234,-431.43176869687795,96.22620212038676,-0.3613331396121256,0.08059145906230047,648,,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",2,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,36.084254337940365,164,121,119,119,45,0,13,0,0,0,7439,119,62.51260504201681,4493,198,22.69191919191919,-40.28931636151152,12.081059164757638,-0.3385656837101808,0.10152150558619864,58,14,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",4,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,False,380.96946882409975,2000,1243,1242,1242,569,189,205,0,0,0,76680,1242,61.73913043478261,46776,2097,22.30615164520744,-485.0801547906488,27.098275460522224,-0.39056373171549824,0.02181825721459116,621,,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",5,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,30.634136656066403,135,99,97,97,38,0,14,0,0,0,6066,97,62.5360824742268,3515,164,21.432926829268293,-27.57660167597384,22.597094758600946,-0.2842948626389056,0.2329597397793912,51,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",6,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,20.028643196914345,91,68,66,66,25,0,14,0,0,0,4017,66,60.86363636363637,2314,106,21.830188679245282,-24.655678532059905,5.018092398683383,-0.3735708868493925,0.07603170301035429,28,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",7,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,22.51165831508115,84,63,61,61,23,0,13,0,0,0,3784,61,62.032786885245905,2629,113,23.265486725663717,-26.54054117037264,11.402590161336944,-0.4350908388585679,0.18692770756290072,37,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",8,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,12.179173406213522,63,43,41,41,22,0,12,0,0,0,2591,41,63.19512195121951,1459,65,22.446153846153845,-14.872581505824808,5.098119722556218,-0.36274589038597094,0.12434438347698093,19,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",9,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,23.323691737139598,109,74,72,72,37,0,11,0,0,0,4427,72,61.486111111111114,2582,127,20.330708661417322,-25.816790995424082,14.785613522410008,-0.35856654160311224,0.20535574336680568,41,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",15,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,13.020999896107242,62,43,41,41,21,0,9,0,0,0,2547,41,62.1219512195122,1437,62,23.177419354838708,-12.270713591606281,10.877983953142365,-0.29928569735625077,0.2653166817839601,17,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",16,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,43.93555630091578,189,141,139,139,50,0,17,0,0,0,8380,139,60.28776978417266,5034,236,21.33050847457627,-54.35728722803859,15.981637826453845,-0.3910596203456013,0.1149758117011068,77,15,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",18,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,27.931269033113495,117,89,87,87,30,0,19,0,0,0,5438,87,62.50574712643678,3630,142,25.56338028169014,-41.998605528060565,-2.821978313230632,-0.48274259227655825,-0.03243653233598428,40,14,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",20,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,34.91654625511728,149,113,111,111,38,0,17,0,0,0,6579,111,59.270270270270274,3772,196,19.244897959183675,-43.38630527026516,19.461808384661968,-0.3908676150474339,0.17533160706902673,63,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",24,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,21.84197122603655,82,66,64,64,18,0,12,0,0,0,4042,64,63.15625,2779,115,24.16521739130435,-28.312131120453188,14.571049944557139,-0.44237704875708106,0.2276726553837053,37,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",26,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,25.4052070309408,104,82,80,80,24,0,11,0,0,0,4874,80,60.925,3034,141,21.5177304964539,-29.841536653087008,15.271102228222743,-0.3730192081635876,0.1908887778527843,42,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",27,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,41.81989201204851,181,131,129,129,52,0,12,0,0,0,8162,129,63.27131782945737,5398,228,23.67543859649123,-59.88790329730012,9.242891758077059,-0.4642473123821715,0.07165032370602371,63,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",29,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,27.02037165616639,114,85,83,83,31,0,16,0,0,0,4983,83,60.036144578313255,3104,148,20.972972972972972,-37.50416392818595,14.52422490668028,-0.451857396725132,0.17499066152626844,47,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",31,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,40.059188704006374,191,134,132,132,59,0,15,0,0,0,8091,132,61.29545454545455,4729,216,21.89351851851852,-44.01348787775783,17.549009813520094,-0.3334355142254381,0.1329470440418189,62,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",32,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,32.87826244300231,159,106,104,104,55,0,14,0,0,0,6556,104,63.03846153846154,4013,169,23.745562130177515,-42.67919788724303,9.793127632035075,-0.4103769027619522,0.09416468876956803,51,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",33,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,353.0318220539484,1872,1134,1132,1132,534,206,226,0,0,0,69625,1132,61.50618374558304,42028,1950,21.552820512820514,-431.95658557918006,60.35500413859702,-0.381587089734258,0.05331714146519171,587,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",35,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,16.212684540078044,64,51,49,49,15,0,16,0,0,0,3005,49,61.326530612244895,1576,81,19.45679012345679,-15.687700544431936,11.34629018055187,-0.3201571539679987,0.23155694246024225,23,14,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",39,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,32.48111456702463,153,106,104,104,49,0,14,0,0,0,6510,104,62.59615384615385,3742,170,22.011764705882353,-35.91585404076705,3.2980236053245773,-0.34534475039199086,0.03171176543581324,48,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",3,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,22.24959574593231,96,71,69,69,27,0,12,0,0,0,4312,69,62.492753623188406,2679,124,21.60483870967742,-28.953968555534107,11.29232022180831,-0.4196227326889001,0.16365681480881608,40,12,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",10,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,38.029390590963885,171,127,125,125,46,0,19,0,0,0,7367,125,58.936,4564,217,21.032258064516128,-50.1766802385488,19.385815341534467,-0.4014134419083904,0.15508652273227574,69,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",11,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,29.921423696912825,136,97,95,95,41,0,14,0,0,0,5921,95,62.32631578947368,3223,151,21.344370860927153,-25.097879619072827,17.749393985133445,-0.26418820651655606,0.18683572615929941,46,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",12,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,False,382.2204193249345,2000,1236,1235,1235,561,204,226,0,0,0,74800,1235,60.5668016194332,45583,2180,20.909633027522936,-473.7038763382033,116.62696504303159,-0.38356589177182454,0.0944347895085276,687,,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",13,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,21.740369665902108,82,67,65,65,17,0,10,0,0,0,4055,65,62.38461538461539,2394,120,19.95,-21.23449821054379,13.677865068860354,-0.32668458785451987,0.21042869336708236,41,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",14,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,14.213118104962632,68,51,49,49,19,0,9,0,0,0,3024,49,61.714285714285715,1740,76,22.894736842105264,-23.864930400133286,-4.968597814217234,-0.48703939592108747,-0.10139995539218845,22,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",17,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,331.56680068396963,1703,1105,1103,1103,462,138,163,0,0,0,65770,1103,59.62828649138713,39505,1864,21.193669527896997,-427.1327011632326,42.094771584899725,-0.3872463292504375,0.03816389082946484,559,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",19,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,59.97219078009948,270,199,197,197,73,0,24,0,0,0,12091,197,61.3756345177665,6977,332,21.015060240963855,-65.70100921077403,20.768330424588385,-0.3335076609683961,0.10542299707912886,105,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",21,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,29.503094759071246,130,94,92,92,38,0,15,0,0,0,5600,92,60.869565217391305,3316,160,20.725,-34.59589591471251,15.268207244412176,-0.376042346899049,0.16595877439578452,45,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",22,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,45.52613085904159,199,146,144,144,55,0,23,0,0,0,8841,144,61.395833333333336,5482,249,22.016064257028113,-64.86402407669583,2.8238937278488017,-0.450444611643721,0.019610373110061124,73,14,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",23,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,111.90273579512723,552,357,355,355,161,36,58,0,0,0,21304,355,60.011267605633805,13472,583,23.108061749571185,-158.5970279569547,-7.411807015300553,-0.4467521914280414,-0.020878329620564937,171,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",25,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,25.967972269980237,122,87,85,85,37,0,10,0,0,0,5146,85,60.54117647058823,3063,139,22.035971223021583,-31.26713057862025,6.756292086936373,-0.36784859504259115,0.07948578925807498,41,10,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",28,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,117.8781799429562,588,391,389,389,174,25,55,0,0,0,23593,389,60.65038560411311,14130,638,22.147335423197493,-167.0449331055589,-3.030799463686197,-0.42942142186518995,-0.0077912582614041055,200,16,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",30,2000,0.1,0.0,64,1,128,False,ibm_torino,1.0,1.0,3,0.0
