planner_type,success,time_sec,iterations,nodes,quantum_calls,quantum_successful_extensions,invalid_random_targets,empty_candidate_sets,goal_sample_hits,duplicate_rejections,invalid_chosen_state_rejections,invalid_chosen_edge_rejections,candidate_count_total,candidate_count_nonempty_iters,avg_candidate_count,marked_set_size_total,grover_rounds_total,avg_marked_set_size,initial_score_total,selected_score_total,avg_initial_score,avg_selected_score,grover_improvements,path_waypoints,bins_per_joint,total_grid_states,q_start,q_goal,start_idx_raw,goal_idx_raw,start_idx,goal_idx,seed,max_iters,goal_sample_rate,goal_radius_idx,quantum_candidates,quantum_iters,quantum_shots,quantum_use_ibm,quantum_backend,quantum_target_weight,quantum_goal_weight,quantum_best_rounds,quantum_score_margin
qrrt_grid,True,43.96366708399728,152,110,108,108,44,0,16,0,0,0,7240,108,67.03703703703704,6375,244,26.12704918032787,-57.768700848395085,72.6293549453942,-0.5348953782258804,0.6724940272721684,87,18,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",1,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,57.519475162029266,190,128,126,126,64,0,19,0,0,0,7865,126,62.42063492063492,5275,258,20.44573643410853,-44.1180585999991,67.93561894061291,-0.3501433222222151,0.5391715788937532,91,17,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",2,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,48.1212606979534,145,107,105,105,40,0,13,0,0,0,6858,105,65.31428571428572,4989,225,22.173333333333332,-28.259420897477387,62.0096305235178,-0.269137341880737,0.5905679097477886,79,18,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",4,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,False,467.4139083039481,2000,1212,1211,1211,604,185,205,0,0,0,82851,1211,68.41535920726672,64252,2632,24.411854103343465,-518.0005113691514,512.0848756681204,-0.42774608701003414,0.4228611690075313,906,,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",5,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,32.80857604602352,100,73,71,71,29,0,10,0,0,0,5098,71,71.80281690140845,3820,151,25.29801324503311,-20.75466377794369,59.224322414509224,-0.29231920814005197,0.8341453861198482,55,17,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",6,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,24.018978597130626,76,60,58,58,18,0,11,0,0,0,3960,58,68.27586206896552,3335,116,28.75,-23.976437171154508,42.894819461099495,-0.413386847778526,0.7395658527775775,42,17,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",7,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,20.07912013703026,75,55,53,53,22,0,9,0,0,0,3276,53,61.81132075471698,2045,115,17.782608695652176,-9.680692107232833,38.19123337745091,-0.18265456806099684,0.7205893090085077,41,15,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",8,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,47.52206272492185,169,117,115,115,54,0,18,0,0,0,7780,115,67.65217391304348,5722,245,23.355102040816327,-44.10264783721552,52.25123202475593,-0.38350128554100454,0.45435853934570375,83,16,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",12,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,41.0438358229585,141,107,105,105,36,0,16,0,0,0,7061,105,67.24761904761905,4963,203,24.448275862068964,-46.2101930920455,47.77550021342867,-0.4400970770671,0.4550047639374159,67,15,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",14,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,39.66034100204706,158,112,110,110,48,0,23,0,0,0,7320,110,66.54545454545455,5000,232,21.551724137931036,-31.610217412315585,72.13850549201612,-0.28736561283923256,0.6558045953819648,82,19,"[10, 10, 10, 10, 10, 10]",1000000,"-2.094000,3.194000,1.693000,-1.274000,1.117000,2.356000","-1.658000,3.142000,4.660000,2.042000,-2.374000,-2.356000","(2, 5, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)","(2, 4, 2, 3, 6, 8)","(2, 5, 7, 7, 1, 1)",20,2000,0.1,0.0,128,1,128,False,ibm_torino,1.0,1.0,3,0.0
