planner_type,success,time_sec,iterations,nodes,quantum_calls,quantum_successful_extensions,invalid_random_targets,empty_candidate_sets,goal_sample_hits,duplicate_rejections,invalid_chosen_state_rejections,invalid_chosen_edge_rejections,candidate_count_total,candidate_count_nonempty_iters,avg_candidate_count,marked_set_size_total,grover_rounds_total,avg_marked_set_size,initial_score_total,selected_score_total,avg_initial_score,avg_selected_score,grover_improvements,path_waypoints,bins_per_joint,total_grid_states,q_start,q_goal,start_idx_raw,goal_idx_raw,start_idx,goal_idx,seed,max_iters,goal_sample_rate,goal_radius_idx,quantum_candidates,quantum_iters,quantum_shots,quantum_use_ibm,quantum_backend,quantum_target_weight,quantum_goal_weight,quantum_best_rounds,quantum_score_margin
qrrt_grid,False,444.0769870970398,2000,1224,1223,1223,575,202,227,0,0,0,84210,1223,68.85527391659853,64881,2746,23.627458120903132,-520.4754061156199,452.7219393540879,-0.42557269510680285,0.3701732946476598,985,,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",1,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,374.11000617290847,1703,1020,1018,1018,524,161,193,0,0,0,70992,1018,69.73673870333988,55791,2225,25.074606741573035,-480.6507911367339,352.78572763345437,-0.47215205416182116,0.34654786604465065,776,14,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",2,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,False,460.8196058690082,2000,1263,1262,1262,568,170,198,0,0,0,89571,1262,70.97543581616482,69678,2806,24.831789023521026,-543.4825941682377,459.63086510668643,-0.4306518178829142,0.36420829247756453,993,,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",4,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,False,443.5127080399543,2000,1247,1246,1246,569,185,205,0,0,0,86961,1246,69.79213483146067,67751,2744,24.690597667638485,-547.9913783858468,442.2165143668269,-0.4398004641940986,0.3549089200375818,965,,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",5,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,31.867966944817454,118,85,83,83,35,0,13,0,0,0,6200,83,74.6987951807229,4586,171,26.818713450292396,-38.200663094796504,34.605904021294634,-0.46024895294935547,0.4169386026662004,58,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",6,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,16.818780455039814,55,42,40,40,15,0,8,0,0,0,3080,40,77.0,2426,84,28.88095238095238,-21.916305211252457,26.15512661541989,-0.5479076302813114,0.6538781653854973,34,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",7,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,262.70928155002184,1161,719,717,717,328,116,135,0,0,0,52362,717,73.02928870292887,38760,1575,24.60952380952381,-273.6632949431565,317.6474918856629,-0.3816782356250439,0.44302300123523414,574,14,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",9,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,False,445.26792090409435,2000,1270,1269,1269,556,175,194,0,0,0,88566,1269,69.79196217494089,66662,2719,24.51710187568959,-526.6642607432966,481.3877909417486,-0.4150230581113448,0.3793442008997231,956,,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",10,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,34.96985650295392,125,88,86,86,39,0,11,0,0,0,6527,86,75.8953488372093,5275,197,26.776649746192895,-33.92398492574586,50.213470074649955,-0.39446494099704493,0.5838775590075577,69,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",12,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,14.608507703058422,61,42,40,40,21,0,8,0,0,0,2948,40,73.7,2491,86,28.96511627906977,-26.044090457707934,21.091805776497836,-0.6511022614426983,0.5272951444124458,32,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",16,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,21.635764193953946,78,59,57,57,21,0,12,0,0,0,3966,57,69.57894736842105,2697,125,21.576,-25.7801998295673,33.22432600974373,-0.45228420753626847,0.5828829124516444,42,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",17,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,20.698642552131787,74,58,56,56,18,0,5,0,0,0,4074,56,72.75,2830,112,25.267857142857142,-20.7355457037719,36.785556645576264,-0.3702776018530697,0.6568849400995761,40,13,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",18,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
qrrt_grid,True,37.30979929608293,132,99,97,97,35,0,9,0,0,0,6996,97,72.12371134020619,4993,194,25.737113402061855,-35.11516708582959,41.77731609577594,-0.36201203181267616,0.4306939803688241,69,11,"[10, 10, 10, 10, 10, 10]",1000000,"0.000000,3.142000,3.142000,0.000000,0.000000,0.000000","-1.431000,4.189000,5.009000,2.251000,-2.461000,-1.536000","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)","(5, 5, 5, 5, 5, 5)","(2, 6, 7, 8, 1, 2)",19,2000,0.1,0.0,512,1,128,False,ibm_torino,1.0,1.0,3,0.0
